 43 14 22  360  3
 43 26  2  317  2
 43 33 48  208  1
 43 43 49  478  2
 43 45 10   29  2
 43 45 55  348  3
 43 47 37   47  1
 44  3  2  332  3
 44 22 48  439  3
 44 37 41  245  3
 44 43 34  311  2
 44 59 14  457  1
 45 11 20   86  1
 45 14 38   52  3
 45 17 36  481  2
 45 23 12  287  3
 45 36 40  320  3
 45 43 15  483  2
 45 53 39  361  2
 46 10 47  475  3
 46 16 31  371  2
 46 26 12  362  2
 46 39  6  149  2
 46 47 19  178  1
 46 53 37  289  2
 47  9 11   70  1
 47 14 48   93  1
 47 18 48  429  3
 47 31 44  493  2
 47 34 12   25  1
 47 44 59  259  3
 47 56 21  493  3
 48 11 44   78  2
 48 26 49  463  3
 48 40 48  420  3
 48 47 22  239  2
 49  6 38  236  3
 49  7 42  313  1
 49 20 44  161  2
 49 31 37   83  3
 49 44 59   60  3
 49 54 21  213  1
 50 10 59  394  2
 50 23 33  312  2
 50 28 25   59  1
 50 43 55  488  1
 51  1 55  340  2
 51 10 40  217  3
 51 24 20  443  1
 51 42 52  361  3
 51 43 54  206  2
 51 45 43  385  2
 51 49 38   27  3
 51 52 54  135  1
 52  4 31  463  1
 52  7  8  295  3
 52 19 31  182  3
 52 23 17  471  3
 52 31 28  224  2
 52 45 50  413  2
 52 52 12  112  1
 53  0 11  333  3
 53 17 57   63  2
 53 24 36  400  1
 53 37 46  302  3
 53 39  0  166  2
 53 48 41  189  2
 54  4 53  448  3
 54 13 59  461  1
 54 31 26  412  2
 54 39 31  355  2
 54 42 16  176  3
 55  1 35  270  1
 55  3 42   23  3
 55 11 13  481  2
 55 18  9  496  3
 55 34 40  326  2
 55 35  4  300  3
 55 48 24  189  1
 55 57  5  328  3
 56 10 57  427  2
 56 24 38  213  1
 56 41 41  155  2
 56 41 37  351  3
 57  0 49  404  3
 57 17  4  110  3
 57 25 29   21  3
 57 44  6   12  3
 57 47 57   20  2
 58  3 40  397  1
 58 11 36  140  1
 58 15  9  369  1
 58 29 45  263  2
 58 39 35   50  2
 58 52 41   20  1
 59  8 51  443  3
 59 13  2  206  3
 59 15 57   26  3
 59 28 55  307  1
 59 35 13  127  2
 59 48 37  110  1
 59 49 20   47  3
 60  2 28  226  2
 60  5 52  130  3
 60 24  0   13  3
 60 42  4   41  1
 60 58 36  365  2
 61 11 18  261  1
 61 19 19  330  3
 61 35 55   89  1
 61 49 22  318  2
 62  7 34   68  2
 62 12  3  412  3
 62 31 21  173  3
 62 49 46  466  1
 63  8 27  162  1
 63 23 46  447  2
 63 23 56  422  2
 63 32 28  153  1
 63 32  5  314  2
 63 39 28  479  2
 63 48 33  215  2
 63 57 42  401  1
 64 12  0   14  2
 64 30 11  355  3
 64 44 20  312  3
 64 50 45  190  1
 65  7  7  412  3
 65 16  2  200  1
 65 28 26  179  2
 65 34 58  102  1
 65 37 30  259  3
 65 42 20  397  1
 65 58 18   51  2
 66  8 17   66  1
 66 21 42  429  1
 66 36 46  232  1
 66 40  7  368  2
 66 54 53  375  3
 66 55 52   90  1
 67  7 12  247  3
 67 23 46  224  1
 67 26 25  325  1
 67 34  9  493  2
 67 47 11  110  1
 67 48 21  111  1
 68  7 27  233  3
 68 22 14  302  1
 68 37 44   62  3
 68 45 17  170  2
 68 48 48  150  3
 68 54  4  221  1
 69  6 37    4  2
 69 17 42  295  1
 69 32 29   67  3
 69 51 17  369  2
 69 54  2  333  1
 70  0 22  486  3
 70 17 46  365  2
 70 24 32   21  2
 70 26 20  262  1
 70 32 33  493  3
 70 37 42  366  3
 70 40 52  327  2
 70 58 25  461  2
 71 15 25   60  1
 71 15 12  435  3
 71 19 28   56  3
 71 23 25  105  1
 71 30  2  140  1
 71 38 30   69  1
 71 40 51    5  2
 71 46 33   21  3
 71 55 26  339  2
 72  5  9    0  3
 72 24 57   51  3
 72 27 43  429  3
 72 43 26  161  2
 72 57 21   18  3
 73 13  7  255  3
 73 18 31  462  1
 73 36 18  224  1
 73 38 21  339  1
 73 39 13  450  3
 73 40 54  269  1
 73 58 12  236  2
 74  8 16  161  1
 74 17  6  148  2
 74 30 34  371  2
 74 45 52  442  1
 74 57 12  105  2
 75  0  6   23  2
 75  8 27   34  3
 75 10 20  104  3
 75 22 10  159  1
 75 23  3  353  2
 75 31 30  281  3
 75 45 45  210  3
 76  1  3  393  3
 76  8 28  265  1
 76 27 29   75  1
 76 29  3  494  3
 76 37 56  240  1
 76 45 23  489  2
 76 45  4  328  1
 77  3  0  304  2
 77 13  9  404  3
 77 16 41  494  1
 77 22 28   81  2
 77 22 40  425  1
 77 40 57  343  2
 77 46 56  273  1
 77 54 38   55  1
 78  6  5  487  2
 78  8 19   14  3
 78 21 31   19  2
 78 29 52  219  1
 78 36 15  442  2
 78 42 41   49  2
 78 45 21  140  3
 78 45 35  415  2
 78 59 48  315  2
 79 11 32  238  2
 79 18 42  171  3
 79 29 46  226  1
 79 43 45  112  1
 79 55 16   42  2
 80  2 26  319  3
 80 10  8  267  3
 80 11  6  101  3
 80 11 12    1  2
 80 27 40   75  1
 80 41 37   50  2
 80 48 49  260  1
 81  0 47  216  1
 81 10 28  294  1
 81 22  7  344  1
 81 35 38  485  1
 81 49 47   98  2
 82  1 47  342  1
 82 18 42  242  2
 82 19  7  269  1
 82 22 57  306  3
 82 27 42  108  1
 82 35 23  285  2
 82 38 33  290  1
 82 40 26    2  2
 82 54  6  413  3
 83 10 12   30  1
 83 14 40   13  3
 83 25 19  254  2
 83 39 17   62  3
 83 51 29  139  1
 83 52 13  205  3
 83 57 20   56  2
 84  9 34  215  1
 84 12  7  284  2
 84 24 58  153  1
 84 29 27  341  3
 84 32 47  211  2
 84 32 43   93  2
 84 37 48  370  1
 84 54 13   49  1
 85  3  6  201  1
 85  6  7  241  2
 85 15 40  343  1
 85 25 31  290  1
 85 35  6  404  2
 85 47 24  245  2
 85 56 10  251  3
 85 56 38  372  1
 86  1 58   79  1
 86  3  5   88  3
 86 18 43  331  2
 86 30 43  197  1
 86 43 42   12  3
 86 52 33  328  3
 87  3 45   39  3
 87 15 18  326  1
 87 24 50  152  3
 87 25  8  147  1
 87 39 45   84  2
 87 52 37  336  1
 87 54 45  164  3
 87 55 48  488  3
 87 56 11  248  3
 88 15 13  387  3
 88 34 43  141  2
 88 43 44  346  2
 88 53 57  327  2
 89  5 11   81  2
 89 24 21   48  1
 89 25  4  473  2
 89 26 47  383  3
 89 38 36  134  2
 89 50 36  397  3
 89 58 46   58  3
 90  9 31  112  1
 90 17 52   20  1
 90 36 25   71  1
 90 54 25   10  1
 90 56 38  471  3
 91 14 18   56  1
 91 22 30  457  1
 91 34  1   63  2
 91 52 40  478  3
 92  3 49   78  2
 92 17 46  469  3
 92 19 32  396  3
 92 27 39  333  3
 92 30  7   84  3
 92 46 51  184  1
 93  1 21  476  3
 93  6 11  257  2
 93 18 13  355  3
 93 30 47  199  3
 93 49 12  371  3
 93 52 38  312  2
 93 58 32  255  2
 94  8  1  467  3
 94 11 11  126  1
 94 17 37   38  1
 94 36  4  358  3
 94 37  0   45  3
 94 41 25  314  1
 95  0  8  241  2
 95 15 55   12  3
 95 15 36  414  3
 95 21 50  212  3
 95 36 28  433  2
 95 36  3  467  2
 95 45 25   46  1
 95 45 43   13  3
 95 53 15  279  3
 95 59 23  208  3
 96  7 14  460  2
 96 17 18   75  2
 96 31  2  345  2
 96 38 44  240  1
 96 46  3  463  2
 97  3 51  129  1
 97  9 33  307  2
 97 28 45   67  2
 97 44  1  298  3
 97 46 32  230  1
 97 47 18  167  3
 97 55 34  370  1
 97 57 37  420  1
 98 11  5  498  3
 98 24 38  265  2
 98 26 59  256  1
 98 41 44  143  1
 98 51 15   66  3
 99  5  9  386  1
 99 24 34  196  2
 99 27 52  492  3
 99 38 19  327  2
 99 39 37  348  3
 99 46 40   47  1
 99 46 40  236  3
100  4 59  111  3
100 16 26  407  1
100 28 46  460  2
100 47 58   47  1
100 59 51  233  3
101  6 58  277  2
101 21  4  122  3
101 30 20  340  1
101 44 12  336  1
101 47 37  266  1
102  2  5  278  3
102  9 26   14  2
102 22 12    7  2
102 27  9   63  3
102 31 32  334  3
102 32 36  476  3
102 38 55   85  2
102 41 55  450  3
102 58  7  211  2
103  3  1  309  1
103  9 59  278  3
103 13 15  475  3
103 28  3  182  2
103 32 45  223  3
103 42 11   76  2
103 45 39  239  3
104  1  9  423  2
104  4 49  335  1
104 23 34  154  1
104 40 35  304  1
104 53 26  264  3
105  3 14  382  3
105 13 53  466  1
105 23 37  438  3
105 25 38   21  1
105 28 21  361  3
105 40 11   78  2
105 50 49   99  2
105 50 23  124  1
106  1 39  349  1
106  8 23   22  3
106  9 37  143  2
106 18 26  218  3
106 29  1  374  1
106 35 50  171  3
106 44 38  236  2
106 58 12  447  3
107  1 36  471  1
107  4 20  218  1
107 17 12  437  2
107 36 30  401  2
107 37 13  351  3
107 56 26  424  3
108 13 33   78  3
108 22 21  325  1
108 24  2  157  1
108 27 49   98  2
108 45 53  465  2
108 47 33   99  3
109  6 58  364  3
109  6 27  274  2
109 15 50  477  2
109 30 48  221  2
109 43  0  338  2
109 59 48  419  1
110 15 48  127  2
110 15 59  247  1
110 19 24  472  2
110 29 25  492  3
110 36 46  382  1
110 51 23    7  1
111  9 26  471  1
111 17 24   77  2
111 29 58   78  2
111 33 17  386  3
111 37 49  260  1
111 45 33  331  3
111 59  3  461  3
112 16  5  465  3
112 30 53  499  2
112 43  1  303  2
112 43  6   34  1
112 49 18   36  2
112 52  7   67  2
113  1 58  110  2
113 15 28  174  2
113 23 11   13  3
113 41 44  463  1
113 58 16   78  1
114  3  5  468  3
114  9  6  284  1
114 22 29   61  2
114 41 28  326  3
115  0 34    3  3
115 10  8  247  2
115 10 15   87  1
115 28 31  449  1
115 44 13  340  1
116  0 33  163  1
116 18  8  364  1
116 19 55  419  3
116 32 51  459  3
116 46 56  332  1
117  4 35  458  2
117 11 37  141  2
117 14 44  473  3
117 26  4  344  2
117 32 59  422  2
117 46 44  164  2
117 54 22   72  3
117 58 47  447  3
118  4 27  348  1
118 16 39   53  3
118 24 49  108  1
118 26 58  140  2
118 27 50  207  3
118 27  7  246  3
118 43  4  398  3
118 56 18   73  2
119 10 51  127  3
119 11 27  190  3
119 13 17   80  3
119 27 32  270  2
119 34 21  144  3
119 40 26  292  3
119 42 51  251  1
120  1  0  366  2
120 14 52  148  3
120 16 20  464  1
120 25 47  482  3
120 41 41   95  3
120 41 49  289  3
120 41 23  267  1
120 45  9  232  2
121  4 30  425  3
121  7  5  294  3
121 22 43  194  1
121 26 59  162  3
121 26 17  382  2
121 43 29  381  2
121 53 57  346  1
122 12 38  472  3
